Requirement_Set_ID,Factor_ID,Card_ID,Initiative_ID,Factor_Bank,Formula_Type,Calculation_Expression,Primary_Output_Metric,Output_Unit_Rule,Scenario_Value_Source,Eligibility_Rule,Coverage_Default,Override_Rule,Missing_Input_Behaviour,Required_Input_Count,Total_Input_Count,Requirement_Status,Lifecycle_Status,Access_Classification,Factor_Availability,Version,Last_Reviewed,Source_Workbook,Source_Row
CRS-0447,CTF-0112,CARD-0447,INIT-0112,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Can be tested within weeks or one menu cycle,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,113
CRS-0448,CEF-0112,CARD-0448,INIT-0112,Efficiency Factors,DISPLAY_PUBLISHED,"Uplift % = (post-change share − baseline share) ÷ baseline share × 100; track margin, acceptance and carbon per serving.",Efficiency,Change in lower carbon dish sales share; conversion/uplift vs baseline; kgCO₂e per,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,113
CRS-0449,CCF-0113,CARD-0449,INIT-0113,Cost Factors,DISPLAY_PUBLISHED,Annual margin impact = annual servings or volume switched × (new contribution/unit − baseline contribution/unit) − implementation cost.,Cost,Recipe specific,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,114
CRS-0450,CPF-0113,CARD-0450,INIT-0113,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = annual servings or volume switched × (baseline kgCO₂e/unit − new kgCO₂e/unit) ÷ 1,000.",Carbon abatement,Levy reports % lower COe per serving for the plant based panna cotta,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,114
CRS-0451,CTF-0113,CARD-0451,INIT-0113,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Recipe trials can generally be completed over weeks/months and a menu cycle,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,114
CRS-0452,CEF-0113,CARD-0452,INIT-0113,Efficiency Factors,DISPLAY_PUBLISHED,"Uplift % = (post-change share − baseline share) ÷ baseline share × 100; track margin, acceptance and carbon per serving.",Efficiency,% priority recipes reformulated; kgCO₂e/portion before vs after; % carbon reduction/recipe,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,114
CRS-0453,CCF-0114,CARD-0453,INIT-0114,Cost Factors,DISPLAY_PUBLISHED,Annual margin impact = annual servings or volume switched × (new contribution/unit − baseline contribution/unit) − implementation cost.,Cost,Potential food cost saving through higher utilisation of purchased proteins,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,115
CRS-0454,CPF-0114,CARD-0454,INIT-0114,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = annual servings or volume switched × (baseline kgCO₂e/unit − new kgCO₂e/unit) ÷ 1,000.",Carbon abatement,Carbon benefit comes from avoiding wasted high impact proteins and reducing replacement,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,115
CRS-0455,CTF-0114,CARD-0455,INIT-0114,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Operational changes can potentially be introduced over weeks to months after measurement recipe,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,115
CRS-0456,CEF-0114,CARD-0456,INIT-0114,Efficiency Factors,DISPLAY_PUBLISHED,Waste reduction % = (baseline waste − current waste) ÷ baseline waste × 100; track waste per cover and avoided cost.,Efficiency,kg animal protein waste / kg purchased; edible yield/utilisation %; trimming waste reduction %,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,115
CRS-0457,CCF-0115,CARD-0457,INIT-0115,Cost Factors,DISPLAY_PUBLISHED,Annual margin impact = annual servings or volume switched × (new contribution/unit − baseline contribution/unit) − implementation cost.,Cost,annualised food cost saving in the Lisbon Marriott case,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,116
CRS-0458,CPF-0115,CARD-0458,INIT-0115,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = annual servings or volume switched × (baseline kgCO₂e/unit − new kgCO₂e/unit) ÷ 1,000.",Carbon abatement,tCOe avoided annually in the Lisbon Marriott case,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,116
CRS-0459,CTF-0115,CARD-0459,INIT-0115,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,ROI,Lisbon Marriott achieved its % reduction within nine months,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,116
CRS-0460,CEF-0115,CARD-0460,INIT-0115,Efficiency Factors,DISPLAY_PUBLISHED,Waste reduction % = (baseline waste − current waste) ÷ baseline waste × 100; track waste per cover and avoided cost.,Efficiency,Food waste g/cover; food waste as % sales; kg food avoided; / food cost avoided; meals saved,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,116
CRS-0461,CCF-0116,CARD-0461,INIT-0116,Cost Factors,DISPLAY_PUBLISHED,"Annual saving = avoided kg food waste × verified food cost/kg − monitoring, training and implementation cost.",Cost,Primarily staff/consultancy and data system cost,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,117
CRS-0462,CPF-0116,CARD-0462,INIT-0116,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = avoided kg food waste × lifecycle kgCO₂e/kg ÷ 1,000.",Carbon abatement,It enables subsequent Scope reductions by identifying material hotspots and priority suppliers,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,117
CRS-0463,CTF-0116,CARD-0463,INIT-0116,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Initial baseline commonly requires several months depending on data maturity; then refreshed,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,117
CRS-0464,CEF-0116,CARD-0464,INIT-0116,Efficiency Factors,DISPLAY_PUBLISHED,Supplier coverage % = compliant suppliers or spend ÷ priority suppliers or addressable spend × 100; track response and action closure.,Efficiency,% Scope emissions screened; % spend mapped; % supplier specific data coverage; number/value of,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,117
CRS-0465,CCF-0117,CARD-0465,INIT-0117,Cost Factors,DISPLAY_PUBLISHED,"Annual procurement cost = addressable volume × unit-price delta + audit, traceability, system and administration cost.",Cost,No universal ROI,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,118
CRS-0466,CPF-0117,CARD-0466,INIT-0117,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified supplier or sourcing reductions delivered; assign zero standalone tCO₂e to measurement, policy or certification alone.",Carbon abatement,Potentially high over the target period but the target itself does not reduce emissions,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,118
CRS-0467,CTF-0117,CARD-0467,INIT-0117,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,ROI,Target design can be completed over several months once a credible baseline exists,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,118
CRS-0468,CEF-0117,CARD-0468,INIT-0117,Efficiency Factors,DISPLAY_PUBLISHED,"Coverage % = compliant or completed items ÷ eligible items × 100; track volume, quality, exceptions and cycle time.",Efficiency,% Scope covered by target; annual % reduction vs baseline; tCOe reduced; % target trajectory,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,118
CRS-0469,CCF-0118,CARD-0469,INIT-0118,Cost Factors,DISPLAY_PUBLISHED,"Annual procurement cost = addressable volume × unit-price delta + audit, traceability, system and administration cost.",Cost,Low direct capex; primarily policy development legal/procurement staff time and implementation,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,119
CRS-0470,CPF-0118,CARD-0470,INIT-0118,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified supplier or sourcing reductions delivered; assign zero standalone tCO₂e to measurement, policy or certification alone.",Carbon abatement,Indirect,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,119
CRS-0471,CTF-0118,CARD-0471,INIT-0118,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Policy development and approval can typically be completed within months; full application,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,119
CRS-0472,CEF-0118,CARD-0472,INIT-0118,Efficiency Factors,DISPLAY_PUBLISHED,Supplier coverage % = compliant suppliers or spend ÷ priority suppliers or addressable spend × 100; track response and action closure.,Efficiency,% addressable spend covered; % tenders/contracts applying policy; supplier compliance rate,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,119
CRS-0473,CCF-0119,CARD-0473,INIT-0119,Cost Factors,DISPLAY_PUBLISHED,"Annual procurement cost = addressable volume × unit-price delta + audit, traceability, system and administration cost.",Cost,Very low direct cost; mainly staff time and dashboard/reporting effort,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,120
CRS-0474,CPF-0119,CARD-0474,INIT-0119,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified supplier or sourcing reductions delivered; assign zero standalone tCO₂e to measurement, policy or certification alone.",Carbon abatement,No defensible generic tCOe saving can be assigned to meetings themselves; impact comes from,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,120
CRS-0475,CTF-0119,CARD-0475,INIT-0119,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Can be established within weeks,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,120
CRS-0476,CEF-0119,CARD-0476,INIT-0119,Efficiency Factors,DISPLAY_PUBLISHED,On-time delivery % = actions completed by due date ÷ actions due × 100; track overdue actions and cycle time.,Efficiency,% meetings held; % actions closed on time; number of escalated issues resolved; tCOe/value,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,120
CRS-0477,CCF-0120,CARD-0477,INIT-0120,Cost Factors,DISPLAY_PUBLISHED,"Annual procurement cost = addressable volume × unit-price delta + audit, traceability, system and administration cost.",Cost,Low to moderate cost depending on whether training is developed internally or externally,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,121
CRS-0478,CPF-0120,CARD-0478,INIT-0120,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified supplier or sourcing reductions delivered; assign zero standalone tCO₂e to measurement, policy or certification alone.",Carbon abatement,Indirect,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,121
CRS-0479,CTF-0120,CARD-0479,INIT-0120,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Initial training can be designed and rolled out within months then repeated annually/onboarding,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,121
CRS-0480,CEF-0120,CARD-0480,INIT-0120,Efficiency Factors,DISPLAY_PUBLISHED,Supplier coverage % = compliant suppliers or spend ÷ priority suppliers or addressable spend × 100; track response and action closure.,Efficiency,% staff trained; assessment/pass rate; % sourcing events applying sustainability criteria,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,121
CRS-0481,CCF-0121,CARD-0481,INIT-0121,Cost Factors,DISPLAY_PUBLISHED,"Annual procurement cost = addressable volume × unit-price delta + audit, traceability, system and administration cost.",Cost,Variable,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,122
CRS-0482,CPF-0121,CARD-0482,INIT-0121,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified supplier or sourcing reductions delivered; assign zero standalone tCO₂e to measurement, policy or certification alone.",Carbon abatement,Indirect initially but essential for identifying and verifying supplier reductions,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,122
CRS-0483,CTF-0121,CARD-0483,INIT-0121,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Basic collection can begin within months; achieving high quality supplier specific coverage is,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,122
CRS-0484,CEF-0121,CARD-0484,INIT-0121,Efficiency Factors,DISPLAY_PUBLISHED,Supplier coverage % = compliant suppliers or spend ÷ priority suppliers or addressable spend × 100; track response and action closure.,Efficiency,% priority suppliers responding; % supplier spend/emissions covered by primary data; % data,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,122
CRS-0485,CCF-0122,CARD-0485,INIT-0122,Cost Factors,DISPLAY_PUBLISHED,"Annual procurement cost = addressable volume × unit-price delta + audit, traceability, system and administration cost.",Cost,Moderate to high analytical cost where bespoke LCAs are commissioned; lower where credible,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,123
CRS-0486,CPF-0122,CARD-0486,INIT-0122,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified supplier or sourcing reductions delivered; assign zero standalone tCO₂e to measurement, policy or certification alone.",Carbon abatement,No direct abatement from measurement,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,123
CRS-0487,CTF-0122,CARD-0487,INIT-0122,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Individual studies can take weeks to months; portfolio coverage is usually phased,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,123
CRS-0488,CEF-0122,CARD-0488,INIT-0122,Efficiency Factors,DISPLAY_PUBLISHED,"Uplift % = (post-change share − baseline share) ÷ baseline share × 100; track margin, acceptance and carbon per serving.",Efficiency,% priority commodities with quality assured PCFs/LCA; % spend/emissions covered; kgCOe/kg or,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,123
CRS-0489,CCF-0123,CARD-0489,INIT-0123,Cost Factors,DISPLAY_PUBLISHED,"Annual procurement cost = addressable volume × unit-price delta + audit, traceability, system and administration cost.",Cost,Low to moderate implementation cost mainly legal/procurement time supplier communication and,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,124
CRS-0490,CPF-0123,CARD-0490,INIT-0123,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified supplier or sourcing reductions delivered; assign zero standalone tCO₂e to measurement, policy or certification alone.",Carbon abatement,Indirect but potentially high across material suppliers,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,124
CRS-0491,CTF-0123,CARD-0491,INIT-0123,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Can be introduced in new tenders immediately and rolled through existing contracts over renewal,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,124
CRS-0492,CEF-0123,CARD-0492,INIT-0123,Efficiency Factors,DISPLAY_PUBLISHED,Supplier coverage % = compliant suppliers or spend ÷ priority suppliers or addressable spend × 100; track response and action closure.,Efficiency,tCOe reduced.; % spend under requirements; % suppliers acknowledging code/targets; % suppliers,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,124
CRS-0493,CCF-0124,CARD-0493,INIT-0124,Cost Factors,DISPLAY_PUBLISHED,"Annual procurement cost = addressable volume × unit-price delta + audit, traceability, system and administration cost.",Cost,Low to moderate if built into existing procurement systems; higher if a third party,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,125
